timestamp,source_ip,dest_ip,bytes_sent,status_code,protocol
2026-02-05 08:40:16,201.168.121.172,192.168.1.1,5063,200,TCP
2026-01-10 00:32:42,152.242.189.5,192.168.1.1,1889,200,UDP
2026-02-01 22:14:40,50.82.209.117,192.168.1.1,7428,200,HTTP
2026-02-02 12:28:46,195.223.96.127,192.168.1.1,5349,404,UDP
2026-01-09 12:28:49,173.194.122.178,192.168.1.1,16822,404,TCP
2026-01-31 06:50:01,156.223.141.112,192.168.1.1,2314,200,HTTP
2026-01-30 06:26:39,50.82.209.117,192.168.1.1,19035,404,HTTP
2026-01-18 06:23:57,193.49.167.177,192.168.1.1,10865,200,UDP
2026-01-09 14:42:40,122.70.118.168,192.168.1.1,2008,404,HTTP
2026-01-02 20:39:42,215.142.20.242,192.168.1.1,13634,200,UDP
2026-01-24 22:43:20,136.219.184.203,192.168.1.1,3994,200,UDP
2026-01-02 08:43:45,209.176.137.37,192.168.1.1,15708,200,TCP
2026-01-30 03:34:15,74.73.148.244,192.168.1.1,14946,200,HTTP
2026-01-04 07:05:43,222.179.50.229,192.168.1.1,565,200,UDP
2026-01-26 11:00:28,208.232.75.72,192.168.1.1,100,500,UDP
2026-01-16 19:47:01,37.250.250.45,192.168.1.1,13780,500,UDP
2026-01-25 23:38:18,136.219.184.203,192.168.1.1,10372,200,UDP
2026-01-27 06:58:05,198.128.47.174,192.168.1.1,19526,200,TCP
2026-01-08 22:32:15,195.223.96.127,192.168.1.1,7539,200,HTTP
2026-01-11 12:38:44,201.168.121.172,192.168.1.1,3750,500,HTTP
2026-01-17 19:06:58,139.66.20.198,192.168.1.1,10488,200,HTTP
2026-01-31 21:41:18,152.228.86.46,192.168.1.1,16528,200,UDP
2026-01-20 05:33:56,201.168.121.172,192.168.1.1,5931,500,UDP
2026-01-09 23:49:24,209.176.137.37,192.168.1.1,12538,404,HTTP
2026-01-19 01:34:43,74.73.148.244,192.168.1.1,7198,200,TCP
2026-01-16 07:00:58,139.66.20.198,192.168.1.1,15028,200,HTTP
2026-01-17 03:43:14,193.49.167.177,192.168.1.1,8956,404,UDP
2026-01-22 14:08:24,142.159.111.131,192.168.1.1,19116,200,HTTP
2026-01-21 01:06:02,122.70.118.168,192.168.1.1,4891,200,TCP
2026-01-17 11:13:23,193.49.167.177,192.168.1.1,18364,500,TCP
2026-01-22 14:30:43,217.68.220.151,192.168.1.1,9253,200,UDP
2026-01-21 19:25:19,212.216.45.115,192.168.1.1,5798,404,UDP
2026-01-26 03:36:06,209.176.137.37,192.168.1.1,5754,200,TCP
2026-01-20 19:49:41,69.140.231.251,192.168.1.1,326,404,HTTP
2026-01-17 10:05:26,152.53.244.35,192.168.1.1,13543,200,UDP
2026-01-09 08:49:03,136.219.184.203,192.168.1.1,3198,200,TCP
2026-01-19 15:10:51,69.233.234.189,192.168.1.1,7547,404,TCP
2026-01-02 05:03:41,220.28.25.10,192.168.1.1,12060,500,HTTP
2026-01-13 02:57:46,201.168.121.172,192.168.1.1,17117,200,HTTP
2026-01-17 06:49:43,218.120.36.240,192.168.1.1,916,404,TCP
2026-01-10 07:23:22,156.223.141.112,192.168.1.1,8438,500,HTTP
2026-01-09 23:43:09,64.40.66.44,192.168.1.1,12301,200,HTTP
2026-01-16 21:45:29,180.7.94.63,192.168.1.1,3824,200,TCP
2026-01-15 14:36:04,152.53.244.35,192.168.1.1,16773,200,TCP
2026-02-02 13:56:36,69.140.231.251,192.168.1.1,5849,200,HTTP
2026-01-28 03:19:21,173.194.122.178,192.168.1.1,10080,200,HTTP
2026-01-03 19:55:56,220.28.25.10,192.168.1.1,8106,200,UDP
2026-01-25 19:30:37,26.8.188.202,192.168.1.1,1438,200,TCP
2026-01-23 01:34:56,26.8.188.202,192.168.1.1,8056,404,HTTP
2026-01-24 19:21:39,195.223.96.127,192.168.1.1,16252,500,HTTP
2026-02-03 04:32:37,209.3.222.62,192.168.1.1,19976,200,HTTP
2026-01-18 21:17:16,209.3.222.62,192.168.1.1,16078,404,UDP
2026-01-05 21:06:02,203.144.203.225,192.168.1.1,10350,200,UDP
2026-01-03 03:08:09,210.66.87.182,192.168.1.1,8547,200,HTTP
2026-01-20 17:57:01,208.232.75.72,192.168.1.1,7690,404,TCP
2026-01-22 12:03:34,193.88.84.40,192.168.1.1,3213,500,UDP
2026-01-29 06:45:21,152.242.189.5,192.168.1.1,13848,500,UDP
2026-01-05 22:51:07,186.182.154.1,192.168.1.1,1107,200,UDP
2026-01-15 19:00:55,139.66.20.198,192.168.1.1,11043,200,UDP
2026-01-01 23:32:41,220.115.239.37,192.168.1.1,6766,404,HTTP
2026-01-11 20:01:45,209.176.137.37,192.168.1.1,17944,200,UDP
2026-01-10 07:32:18,142.159.111.131,192.168.1.1,17448,404,TCP
2026-01-20 01:20:04,165.11.235.116,192.168.1.1,10440,200,HTTP
2026-01-06 09:07:54,193.88.84.40,192.168.1.1,13822,500,HTTP
2026-01-18 23:40:08,186.182.154.1,192.168.1.1,16365,200,TCP
2026-01-26 17:20:52,152.53.244.35,192.168.1.1,6210,200,HTTP
2026-01-07 20:59:17,70.4.78.250,192.168.1.1,16785,500,HTTP
2026-01-06 19:12:08,11.246.24.171,192.168.1.1,2211,200,TCP
2026-01-12 06:05:21,11.246.24.171,192.168.1.1,5326,500,TCP
2026-01-29 06:58:25,201.197.220.66,192.168.1.1,1526,500,UDP
2026-01-14 05:46:55,180.7.94.63,192.168.1.1,8847,500,HTTP
2026-01-18 10:14:28,208.232.75.72,192.168.1.1,12766,200,UDP
2026-01-06 00:15:58,64.40.66.44,192.168.1.1,16763,200,TCP
2026-01-26 08:34:35,220.115.239.37,192.168.1.1,10775,500,HTTP
2026-01-08 10:41:18,26.8.188.202,192.168.1.1,14566,500,TCP
2026-01-03 16:27:50,165.11.235.116,192.168.1.1,10234,200,UDP
2026-01-05 13:29:52,218.120.36.240,192.168.1.1,13083,200,HTTP
2026-01-01 10:38:33,203.144.203.225,192.168.1.1,9415,404,HTTP
2026-02-03 19:03:48,74.73.148.244,192.168.1.1,18549,200,UDP
2026-02-03 18:40:10,152.53.244.35,192.168.1.1,1463,500,TCP
2026-01-08 02:06:02,173.194.122.178,192.168.1.1,13861,200,UDP
2026-01-10 18:57:10,122.70.118.168,192.168.1.1,16615,500,HTTP
2026-02-05 00:06:35,220.115.239.37,192.168.1.1,15524,200,UDP
2026-02-01 14:35:55,222.179.50.229,192.168.1.1,9937,404,TCP
2026-01-14 10:25:24,57.161.20.134,192.168.1.1,7520,200,HTTP
2026-01-08 12:57:35,210.73.235.114,192.168.1.1,10025,200,HTTP
2026-01-15 11:10:38,208.232.75.72,192.168.1.1,880,200,UDP
2026-01-12 11:53:49,217.68.220.151,192.168.1.1,18141,500,HTTP
2026-01-26 21:39:19,74.73.148.244,192.168.1.1,12479,200,TCP
2026-01-24 06:10:35,37.250.250.45,192.168.1.1,4132,200,UDP
2026-02-03 21:06:55,210.66.87.182,192.168.1.1,14906,200,TCP
2026-01-15 08:16:23,52.193.76.175,192.168.1.1,9243,200,HTTP
2026-01-11 03:02:29,210.66.87.182,192.168.1.1,3365,200,TCP
2026-01-28 12:12:58,209.176.137.37,192.168.1.1,13691,404,TCP
2026-01-25 19:15:07,69.233.234.189,192.168.1.1,4537,404,UDP
2026-01-13 09:30:10,210.66.87.182,192.168.1.1,2738,500,TCP
2026-01-02 13:19:03,201.197.220.66,192.168.1.1,17662,404,UDP
2026-01-03 06:09:11,212.216.45.115,192.168.1.1,3571,200,HTTP
2026-01-01 01:03:26,215.142.20.242,192.168.1.1,10296,500,HTTP
2026-01-14 02:52:47,69.140.231.251,192.168.1.1,12603,200,UDP
2026-01-17 06:43:54,70.4.78.250,192.168.1.1,14918,404,TCP
2026-01-31 00:44:41,222.179.50.229,192.168.1.1,15509,500,TCP
2026-01-19 18:19:55,136.219.184.203,192.168.1.1,12360,404,UDP
2026-02-01 08:13:06,156.223.141.112,192.168.1.1,12967,200,UDP
2026-01-21 02:01:53,152.228.86.46,192.168.1.1,12698,200,UDP
2026-01-06 23:50:25,86.52.26.4,192.168.1.1,2973,200,TCP
2026-01-01 20:03:11,212.53.135.116,192.168.1.1,18260,200,UDP
2026-01-02 11:39:44,69.233.234.189,192.168.1.1,13581,200,HTTP
2026-01-28 03:40:33,165.11.235.116,192.168.1.1,19211,200,UDP
2026-01-18 11:15:49,138.253.155.215,192.168.1.1,16984,200,HTTP
2026-01-24 05:15:22,136.219.184.203,192.168.1.1,10309,200,UDP
2026-01-16 07:20:26,201.197.220.66,192.168.1.1,19256,200,TCP
2026-01-21 16:40:07,212.53.135.116,192.168.1.1,1036,200,TCP
2026-01-04 10:59:45,11.245.117.181,192.168.1.1,1120,200,TCP
2026-01-31 23:48:49,218.120.36.240,192.168.1.1,9031,200,HTTP
2026-01-07 00:31:48,193.49.167.177,192.168.1.1,6335,200,HTTP
2026-01-01 22:01:40,57.161.20.134,192.168.1.1,6750,200,UDP
2026-01-05 02:42:43,52.193.76.175,192.168.1.1,10839,404,UDP
2026-01-31 06:14:41,69.140.231.251,192.168.1.1,12642,404,TCP
2026-01-23 01:45:52,220.115.239.37,192.168.1.1,4355,200,UDP
2026-01-02 01:14:53,217.68.220.151,192.168.1.1,6376,200,UDP
2026-01-17 03:25:09,156.223.141.112,192.168.1.1,8872,200,TCP
2026-01-09 13:38:04,69.140.231.251,192.168.1.1,17964,404,UDP
2026-01-28 22:14:05,217.68.220.151,192.168.1.1,1025,200,UDP
2026-02-02 17:43:17,11.245.117.181,192.168.1.1,15367,200,HTTP
2026-01-11 02:01:05,11.246.24.171,192.168.1.1,8073,200,UDP
2026-02-03 02:56:29,193.49.167.177,192.168.1.1,4319,200,HTTP
2026-01-23 10:36:45,173.194.122.178,192.168.1.1,11942,200,TCP
2026-01-21 21:43:32,11.246.24.171,192.168.1.1,6716,404,TCP
2026-01-07 17:30:08,37.250.250.45,192.168.1.1,3951,404,HTTP
2026-01-08 04:55:47,201.197.220.66,192.168.1.1,126,200,HTTP
2026-01-12 22:45:38,86.52.26.4,192.168.1.1,17733,500,HTTP
2026-01-29 20:41:35,69.140.231.251,192.168.1.1,6309,500,UDP
2026-01-25 12:37:44,152.53.244.35,192.168.1.1,4613,500,HTTP
2026-02-02 20:55:36,122.70.118.168,192.168.1.1,14836,500,HTTP
2026-01-23 11:01:56,222.179.50.229,192.168.1.1,7795,500,TCP
2026-01-27 20:12:54,201.168.121.172,192.168.1.1,10909,404,HTTP
2026-01-19 17:58:18,138.253.155.215,192.168.1.1,1609,500,TCP
2026-01-08 11:53:06,40.56.220.25,192.168.1.1,14565,200,HTTP
2026-01-21 00:39:39,222.179.50.229,192.168.1.1,16565,500,UDP
2026-01-09 19:47:28,201.168.121.172,192.168.1.1,19122,500,HTTP
2026-01-26 15:37:57,218.120.36.240,192.168.1.1,9990,404,HTTP
2026-01-15 12:26:12,222.56.120.233,192.168.1.1,11583,200,HTTP
2026-02-01 12:25:44,203.144.203.225,192.168.1.1,614,200,HTTP
2026-01-18 05:17:08,217.68.220.151,192.168.1.1,18829,500,UDP
2026-01-29 10:24:13,11.246.24.171,192.168.1.1,4494,200,UDP
2026-01-19 22:51:21,222.56.120.233,192.168.1.1,17831,200,TCP
2026-01-24 14:36:34,86.52.26.4,192.168.1.1,16403,500,TCP
2026-02-05 19:52:33,186.182.154.1,192.168.1.1,9969,404,HTTP
2026-01-02 23:02:38,220.28.25.10,192.168.1.1,13400,404,HTTP
2026-01-09 08:36:04,193.88.84.40,192.168.1.1,9207,404,UDP
2026-02-01 18:59:07,208.232.75.72,192.168.1.1,16696,200,HTTP
2026-01-12 08:53:33,198.128.47.174,192.168.1.1,14788,200,TCP
2026-01-08 00:11:36,186.182.154.1,192.168.1.1,6282,200,UDP
2026-01-31 02:59:31,57.161.20.134,192.168.1.1,17844,404,TCP
2026-01-24 07:31:29,37.250.250.45,192.168.1.1,17942,200,HTTP
2026-01-14 01:56:06,209.3.222.62,192.168.1.1,9015,404,HTTP
2026-01-16 22:35:40,152.53.244.35,192.168.1.1,3745,404,TCP
2026-01-30 07:55:49,86.52.26.4,192.168.1.1,11352,500,HTTP
2026-02-03 13:22:38,11.245.117.181,192.168.1.1,17429,200,HTTP
2026-01-17 20:36:53,152.53.244.35,192.168.1.1,3239,200,UDP
2026-02-01 04:25:04,173.194.122.178,192.168.1.1,6286,200,TCP
2026-01-09 02:32:59,210.66.87.182,192.168.1.1,9936,200,TCP
2026-01-07 14:08:23,152.53.244.35,192.168.1.1,12815,200,TCP
2026-01-26 13:32:45,173.194.122.178,192.168.1.1,19716,200,TCP
2026-01-23 23:48:47,40.56.220.25,192.168.1.1,7731,200,HTTP
2026-01-13 14:19:26,173.194.122.178,192.168.1.1,9984,200,UDP
2026-01-03 18:34:20,86.52.26.4,192.168.1.1,7519,200,TCP
2026-01-22 10:34:26,165.11.235.116,192.168.1.1,4409,200,UDP
2026-02-04 05:33:32,209.3.222.62,192.168.1.1,7980,200,UDP
2026-01-07 20:21:17,165.11.235.116,192.168.1.1,17481,200,HTTP
2026-01-20 08:15:02,218.120.36.240,192.168.1.1,13056,200,UDP
2026-01-30 14:29:46,152.242.189.5,192.168.1.1,6600,200,UDP
2026-01-04 00:35:58,88.201.232.124,192.168.1.1,9413,200,UDP
2026-01-14 13:34:08,198.128.47.174,192.168.1.1,5901,200,HTTP
2026-01-20 03:12:57,220.115.239.37,192.168.1.1,317,500,HTTP
2026-01-31 20:14:11,50.82.209.117,192.168.1.1,5120,404,UDP
2026-01-29 11:12:07,86.52.26.4,192.168.1.1,2761,500,UDP
2026-02-02 20:43:10,173.194.122.178,192.168.1.1,19091,200,UDP
2026-01-27 21:43:30,201.197.220.66,192.168.1.1,15270,500,TCP
2026-01-07 06:47:23,210.66.87.182,192.168.1.1,8026,200,HTTP
2026-01-12 21:27:07,69.233.234.189,192.168.1.1,4444,200,TCP
2026-01-24 00:40:51,217.68.220.151,192.168.1.1,17284,200,UDP
2026-01-11 14:10:21,201.197.220.66,192.168.1.1,19186,200,UDP
2026-01-23 04:26:01,152.53.244.35,192.168.1.1,17146,200,TCP
2026-01-17 18:38:50,11.245.117.181,192.168.1.1,14317,500,UDP
2026-02-01 08:41:19,135.64.111.44,192.168.1.1,8425,200,UDP
2026-01-19 11:11:02,208.232.75.72,192.168.1.1,17981,200,TCP
2026-02-01 19:28:47,88.201.232.124,192.168.1.1,3305,500,UDP
2026-02-02 16:20:57,86.52.26.4,192.168.1.1,16894,200,HTTP
2026-01-31 18:40:56,50.82.209.117,192.168.1.1,13544,500,HTTP
2026-01-07 20:52:52,220.115.239.37,192.168.1.1,9167,200,TCP
2026-01-31 11:16:25,142.159.111.131,192.168.1.1,15866,200,TCP
2026-01-07 12:17:49,86.52.26.4,192.168.1.1,13448,404,TCP
2026-01-03 00:53:57,37.250.250.45,192.168.1.1,17668,200,HTTP
2026-01-27 17:49:26,220.28.25.10,192.168.1.1,9855,200,TCP
2026-01-13 23:28:05,212.216.45.115,192.168.1.1,1585,200,HTTP
2026-01-13 04:01:30,52.193.76.175,192.168.1.1,7450,500,UDP
2026-01-20 23:40:16,173.194.122.178,192.168.1.1,9024,404,TCP
2026-01-14 20:45:13,139.66.20.198,192.168.1.1,2849,200,TCP
2026-01-06 14:43:19,186.182.154.1,192.168.1.1,17125,200,TCP
2026-01-03 03:27:57,136.219.184.203,192.168.1.1,14056,500,UDP
2026-01-06 13:52:54,64.40.66.44,192.168.1.1,1571,404,HTTP
2026-01-21 22:40:24,152.53.244.35,192.168.1.1,3499,200,HTTP
2026-01-15 02:42:29,152.242.189.5,192.168.1.1,15164,500,UDP
2026-01-21 04:48:57,50.82.209.117,192.168.1.1,1154,404,HTTP
2026-01-08 23:33:01,201.197.220.66,192.168.1.1,16978,200,HTTP
2026-01-09 09:57:30,208.232.75.72,192.168.1.1,14764,200,HTTP
2026-01-30 21:42:30,26.8.188.202,192.168.1.1,11492,404,HTTP
2026-01-27 12:04:31,11.246.24.171,192.168.1.1,1245,200,TCP
2026-01-28 03:31:43,220.28.25.10,192.168.1.1,12847,200,UDP
2026-01-16 19:42:56,212.216.45.115,192.168.1.1,7149,200,TCP
2026-01-13 05:29:17,208.232.75.72,192.168.1.1,6856,200,UDP
2026-01-19 07:25:00,215.142.20.242,192.168.1.1,4157,404,UDP
2026-01-10 22:43:30,50.82.209.117,192.168.1.1,19554,200,HTTP
2026-02-02 06:03:38,64.40.66.44,192.168.1.1,9478,200,UDP
2026-01-11 14:00:20,86.52.26.4,192.168.1.1,18112,200,TCP
2026-02-03 12:35:52,209.176.137.37,192.168.1.1,14326,200,TCP
2026-01-06 21:17:35,57.161.20.134,192.168.1.1,10124,200,HTTP
2026-01-23 10:21:37,152.53.244.35,192.168.1.1,126,200,UDP
2026-01-10 16:43:48,217.68.220.151,192.168.1.1,14399,200,UDP
2026-01-20 03:44:15,152.228.86.46,192.168.1.1,9215,404,HTTP
2026-01-13 18:37:45,11.246.24.171,192.168.1.1,3579,200,TCP
2026-02-01 21:51:10,215.142.20.242,192.168.1.1,4916,404,UDP
2026-01-31 15:07:12,26.8.188.202,192.168.1.1,8999,404,TCP
2026-01-22 22:07:06,220.28.25.10,192.168.1.1,7850,500,TCP
2026-01-01 23:22:44,11.246.24.171,192.168.1.1,19961,404,TCP
2026-01-14 19:52:17,210.73.235.114,192.168.1.1,17585,200,HTTP
2026-01-03 06:57:26,210.73.235.114,192.168.1.1,17088,200,TCP
2026-01-23 19:46:16,26.8.188.202,192.168.1.1,1981,200,HTTP
2026-01-04 20:07:41,193.88.84.40,192.168.1.1,16989,404,HTTP
2026-01-30 02:57:00,212.53.135.116,192.168.1.1,17149,200,UDP
2026-01-16 23:31:57,86.52.26.4,192.168.1.1,8155,200,TCP
2026-01-25 03:47:38,74.73.148.244,192.168.1.1,2269,200,HTTP
2026-01-22 14:56:20,69.140.231.251,192.168.1.1,15846,500,UDP
2026-01-28 05:30:16,152.228.86.46,192.168.1.1,15762,200,HTTP
2026-01-07 12:51:58,11.245.117.181,192.168.1.1,7163,200,HTTP
2026-01-10 12:27:29,64.40.66.44,192.168.1.1,2026,200,TCP
2026-02-05 05:02:21,209.3.222.62,192.168.1.1,13362,200,TCP
2026-01-04 21:53:43,173.194.122.178,192.168.1.1,17244,200,UDP
2026-01-07 21:53:09,152.242.189.5,192.168.1.1,1800,500,UDP
2026-02-04 19:23:13,209.176.137.37,192.168.1.1,18141,404,UDP
2026-01-25 13:53:24,215.142.20.242,192.168.1.1,14140,200,UDP
2026-01-10 23:07:19,50.82.209.117,192.168.1.1,8095,200,TCP
2026-01-21 07:49:17,11.246.24.171,192.168.1.1,4800,404,HTTP
2026-02-02 07:57:47,209.176.137.37,192.168.1.1,19336,200,TCP
2026-01-22 09:15:09,139.66.20.198,192.168.1.1,17478,200,HTTP
2026-01-18 19:22:26,209.176.137.37,192.168.1.1,13859,200,TCP
2026-01-23 18:06:48,193.88.84.40,192.168.1.1,2235,200,TCP
2026-01-17 06:26:44,40.56.220.25,192.168.1.1,2986,200,UDP
2026-01-17 20:58:13,208.232.75.72,192.168.1.1,5345,200,TCP
2026-01-08 20:30:59,203.144.203.225,192.168.1.1,4845,200,TCP
2026-01-12 08:02:18,52.193.76.175,192.168.1.1,9672,200,UDP
2026-01-19 03:58:25,74.73.148.244,192.168.1.1,15600,200,UDP
2026-01-11 23:38:10,201.197.220.66,192.168.1.1,19763,200,HTTP
2026-01-02 19:23:18,152.53.244.35,192.168.1.1,10342,200,UDP
2026-01-17 05:30:08,165.11.235.116,192.168.1.1,2126,200,HTTP
2026-01-11 05:36:24,136.219.184.203,192.168.1.1,5962,200,HTTP
2026-01-13 08:29:22,198.128.47.174,192.168.1.1,2753,500,HTTP
2026-01-15 19:13:25,173.194.122.178,192.168.1.1,12346,500,HTTP
2026-01-25 07:15:53,156.223.141.112,192.168.1.1,8111,200,HTTP
2026-02-03 09:48:02,152.228.86.46,192.168.1.1,18538,500,HTTP
2026-01-25 06:39:27,209.176.137.37,192.168.1.1,18590,200,TCP
2026-01-18 01:00:19,193.49.167.177,192.168.1.1,2444,404,UDP
2026-01-21 16:58:14,122.70.118.168,192.168.1.1,8329,404,TCP
2026-01-22 19:06:39,156.223.141.112,192.168.1.1,14872,200,HTTP
2026-01-25 17:25:53,222.56.120.233,192.168.1.1,4788,500,UDP
2026-01-31 19:14:39,138.253.155.215,192.168.1.1,9275,404,UDP
2026-01-01 03:11:09,173.194.122.178,192.168.1.1,7745,404,TCP
2026-01-17 08:18:23,74.73.148.244,192.168.1.1,14994,404,TCP
2026-01-16 02:53:26,217.68.220.151,192.168.1.1,975,404,HTTP
2026-02-03 18:01:26,74.73.148.244,192.168.1.1,11420,200,HTTP
2026-01-31 23:56:41,222.56.120.233,192.168.1.1,15898,404,HTTP
2026-01-07 07:28:17,173.194.122.178,192.168.1.1,10551,200,TCP
2026-01-19 12:03:06,210.66.87.182,192.168.1.1,5487,200,UDP
2026-01-22 21:18:55,156.223.141.112,192.168.1.1,13051,200,UDP
2026-01-09 08:47:23,152.242.189.5,192.168.1.1,8985,200,UDP
2026-01-25 03:30:05,222.56.120.233,192.168.1.1,6100,200,HTTP
2026-01-17 23:37:35,142.159.111.131,192.168.1.1,10980,200,TCP
2026-02-01 20:09:40,70.4.78.250,192.168.1.1,18886,200,HTTP
2026-01-21 14:08:58,40.56.220.25,192.168.1.1,11734,404,HTTP
2026-01-18 16:02:20,193.49.167.177,192.168.1.1,3169,200,TCP
2026-01-30 22:56:03,122.70.118.168,192.168.1.1,860,404,UDP
2026-01-28 01:14:02,50.82.209.117,192.168.1.1,18706,200,UDP
2026-01-31 15:10:45,69.233.234.189,192.168.1.1,12686,500,TCP
2026-02-01 18:58:14,135.64.111.44,192.168.1.1,7823,200,TCP
2026-01-15 01:17:14,215.142.20.242,192.168.1.1,16271,200,HTTP
2026-01-21 00:36:19,11.246.24.171,192.168.1.1,2801,200,HTTP
2026-02-01 15:45:16,203.144.203.225,192.168.1.1,7249,200,TCP
2026-01-16 08:33:12,37.250.250.45,192.168.1.1,8508,404,HTTP
2026-01-05 07:22:23,201.168.121.172,192.168.1.1,11870,404,HTTP
2026-01-25 21:48:30,215.142.20.242,192.168.1.1,5322,200,UDP
2026-01-13 04:14:48,209.176.137.37,192.168.1.1,10106,404,HTTP
2026-01-01 22:35:47,209.3.222.62,192.168.1.1,3827,500,TCP
2026-01-09 12:08:45,135.64.111.44,192.168.1.1,18765,200,TCP
2026-01-21 15:52:23,220.28.25.10,192.168.1.1,18580,200,TCP
2026-01-03 02:28:02,57.161.20.134,192.168.1.1,14483,200,HTTP
2026-01-13 16:59:21,186.182.154.1,192.168.1.1,6910,200,HTTP
2026-01-03 01:06:00,74.73.148.244,192.168.1.1,9535,404,HTTP
2026-01-24 19:50:41,218.120.36.240,192.168.1.1,11591,200,UDP
2026-01-03 02:18:34,195.223.96.127,192.168.1.1,9078,404,TCP
2026-01-26 19:05:27,156.223.141.112,192.168.1.1,9889,200,HTTP
2026-01-16 14:36:39,86.52.26.4,192.168.1.1,1164,200,HTTP
2026-01-30 11:03:28,26.8.188.202,192.168.1.1,2587,200,HTTP
2026-01-10 07:19:28,50.82.209.117,192.168.1.1,17211,200,TCP
2026-01-14 13:18:02,152.242.189.5,192.168.1.1,14571,200,UDP
2026-01-29 11:09:34,152.228.86.46,192.168.1.1,6544,404,TCP
2026-01-04 03:56:10,70.4.78.250,192.168.1.1,12637,200,HTTP
2026-01-15 14:43:31,209.176.137.37,192.168.1.1,2137,500,HTTP
2026-01-26 01:06:43,210.66.87.182,192.168.1.1,13014,200,HTTP
2026-01-04 08:11:44,210.66.87.182,192.168.1.1,14423,200,TCP
2026-01-09 12:22:56,220.28.25.10,192.168.1.1,18977,200,TCP
2026-01-01 19:27:00,122.70.118.168,192.168.1.1,9492,404,TCP
2026-01-29 07:34:56,201.197.220.66,192.168.1.1,12212,500,UDP
2026-01-26 17:08:37,11.246.24.171,192.168.1.1,12640,200,UDP
2026-01-10 06:12:27,203.144.203.225,192.168.1.1,10190,200,UDP
2026-01-06 10:45:08,122.70.118.168,192.168.1.1,15628,200,TCP
2026-01-23 20:11:32,152.228.86.46,192.168.1.1,5939,200,HTTP
2026-01-15 07:26:11,152.53.244.35,192.168.1.1,5008,200,TCP
2026-01-12 12:18:06,57.161.20.134,192.168.1.1,15430,500,UDP
2026-01-08 17:25:38,70.4.78.250,192.168.1.1,11964,404,HTTP
2026-01-29 07:20:07,142.159.111.131,192.168.1.1,8840,200,UDP
2026-01-20 15:41:14,50.82.209.117,192.168.1.1,5468,200,TCP
2026-01-16 22:39:25,193.88.84.40,192.168.1.1,14579,500,TCP
2026-01-10 20:53:55,217.68.220.151,192.168.1.1,17300,500,TCP
2026-01-10 14:30:03,209.176.137.37,192.168.1.1,8133,404,TCP
2026-01-28 13:57:06,26.8.188.202,192.168.1.1,16677,404,TCP
2026-01-22 16:07:08,210.73.235.114,192.168.1.1,18251,200,HTTP
